location,latitude,longitude,post,country,water,water_name,city_slug,water_name_slug,is_2020,city,bfsnum,population,buildings,streets,intersects,pop_group_proj,pop_group_rip,streets_rank,buildings_rank
Maladaire,46.446296000000004,6.87696,1814,CH,l,Lac Léman,la-tour-de-peilz,lac-leman,True,La Tour-de-Peilz,5889,11828,393840.27,75342.49,3,2,3,3,3
Mammern swisslitterreport,47.6558366,8.9553168,8266,CH,l,Untersee,steckborn,untersee,False,Steckborn,4864,3753,42786.37,37449.68,0,1,2,0,0
Mannewil,46.996382000000004,7.239024000000001,3283,CH,r,Aare,kallnach,aare,True,Kallnach,304,1920,62648.23,68302.44,0,0,1,2,0
mols rocks,47.1143432,9.2881737,8885,CH,l,Walensee,quarten,walensee,True,Quarten,3295,2937,71036.7,48675.36,7,0,2,1,0
Murg Bad,47.115307,9.215691,8877,CH,l,Walensee,quarten,walensee,True,Quarten,3295,2937,51245.53,42901.38,6,0,2,1,0
Murg_Waengi_StrickerR,47.49361,8.961592800000002,9545,CH,r,Murg,wangi,murg,False,Wängi,4781,4720,271487.82,77474.08,0,1,3,3,2
Mühlehorn dorf,47.118448,9.172124,8874,CH,l,Walensee,glarus-nord,walensee,True,Glarus Nord,1630,18483,62272.38,48302.05,7,3,3,1,0
Müllermatte,47.133339,7.227907000000001,2505,CH,l,Bielersee,biel,bielersee,True,Biel/Bienne,371,55159,512260.05,109619.83,4,3,3,3,3
Neuenburgersee_Cudrefin_MatterA,46.962708899999996,7.0259681,1588,CH,l,Neuenburgersee,cudrefin,neuenburgersee,False,Cudrefin,5456,1633,114062.43,38229.76,6,0,1,0,1
Nidau strand,47.127196000000005,7.232613000000001,2560,CH,l,Bielersee,nidau,bielersee,True,Nidau,743,6823,704853.85,119626.27,4,2,3,3,3
Nouvelle plage,46.856646399999995,6.848428,1470,CH,l,Neuenburgersee,estavayer,neuenburgersee,True,Estavayer,2054,9716,279436.64,52613.01,4,2,3,1,2
Oben am see,46.74445107,8.049921099999999,3855,CH,l,Brienzersee,brienze-be,brienzersee,True,Brienz (BE),573,3092,166286.24,58335.9,12,0,2,1,1
Ognonnaz 1,46.4599413,6.8591341,1800,CH,r,Ognonnaz,vevey,ognonnaz,False,Vevey,5890,19891,718792.99,121418.83,1,3,3,3,3
Oyonne,46.456682,6.852262,1814,CH,l,Lac Léman,la-tour-de-peilz,lac-leman,True,La Tour-de-Peilz,5889,11828,724526.78,97297.5,2,2,3,3,3
pacha mama-gerra,46.123473,8.783508,6576,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,71834.05,28428.32,18,1,3,0,0
Parc des Pierrettes,46.515215000000005,6.575531,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,True,Saint-Sulpice (VD),5648,4668,460379.59,84427.25,1,1,3,3,3
Pécos Plage,46.80359,6.63665,1422,CH,l,Neuenburgersee,grandson,neuenburgersee,True,Grandson,5561,3357,206647.33,59804.74,6,0,2,2,1
Pfaffner_Rothrist_Ischik,47.298567799999994,7.8994664000000006,4852,CH,r,Pfaffnern,rothrist,pfaffnern,False,Rothrist,4282,9127,372037.95,102621.37,0,2,3,3,2
Pfäfikon bad,47.206765999999995,8.774182000000001,8808,CH,l,Zurichsee,freienbach,zurichsee,True,Freienbach,1322,16391,413149.03,62585.79,6,3,3,2,3
Pierrier sud,46.4395601,6.8910000999999985,1815,CH,l,Lac Léman,montreux,lac-leman,False,Montreux,5886,25984,382616.97,68911.43,4,3,3,2,3
Plage de Cheyres,46.818689,6.782255999999999,1468,CH,l,Neuenburgersee,cheyres,neuenburgersee,True,Cheyres-Châbles,2055,2320,105877.43,36331.28,6,0,2,0,0
Plage de Dorigny,46.518169,6.583319,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,False,Saint-Sulpice (VD),5648,4668,512523.24,105328.47,1,1,3,3,3
Plage de Serrière,46.98485,6.91345,2000,CH,l,Neuenburgersee,neuchatel,neuenburgersee,True,Neuchâtel,6458,33489,543939.86,103529.77,2,3,3,3,3
Plage de St Sulpice,46.513265000000004,6.570977,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,True,Saint-Sulpice (VD),5648,4668,459027.19,73042.4,1,1,3,3,3
Pointe d'Areuse,46.94619,6.87097,2017,CH,l,Neuenburgersee,boudry,neuenburgersee,True,Boudry,6404,6154,129672.66,32346.78,7,2,3,0,1
Pont sous-terre,46.2029598,6.13157672,1205,CH,r,Rhône,geneve,rhone,True,Genève,6621,201818,1872969.97,212101.22,2,3,3,3,3
Préverenges,46.51269,6.527657,1028,CH,l,Lac Léman,preverenges,lac-leman,True,Préverenges,5643,5287,315815.37,67150.56,2,1,3,2,2
preverenges-le sout,46.5089049,6.5345263,1028,CH,l,Lac Léman,preverenges,lac-leman,True,Préverenges,5643,5287,222911.45,55050.49,1,1,3,1,2
Quai Maria Belgia,46.460156,6.836717999999999,1800,CH,l,Lac Léman,vevey,lac-leman,True,Vevey,5890,19891,561590.25,72669.13,4,3,3,3,3
Rastplatz Stampf,47.215177000000004,8.844286,8645,CH,l,Zurichsee,jona-city,zurichsee,True,Rapperswil-Jona,3340,26999,240599.29,40257.28,5,3,3,0,2
Reuss,47.329869099999996,8.3568493,5626,CH,r,Reuss,bremgarten,reuss,False,Bremgarten (AG),4063,7946,109541.24,68935.36,0,2,3,2,0
reuss_hünenberg_eberhardy,47.2329755,8.401012099999999,6331,CH,r,Reuss,hunenberg,reuss,True,Hünenberg,1703,8808,107676.97,65983.11,0,2,3,2,0
reuss_ottenbach_schoenenbergerl,47.2783545,8.3942242,5634,CH,r,Reuss,merenschwand,reuss,True,Merenschwand,4234,3549,173094.88,73440.5,0,0,2,3,1
Reuss_St.Karli_LinigerS/ImhofY,47.057111799999994,8.287914500000001,6004,CH,r,Reuss,luzern,reuss,False,Luzern,1061,81691,792708.0,156724.11,0,3,3,3,3
Rhein Beach Tinguely,47.5586439,7.612153599999999,4058,CH,r,Rhein,basel,rhein,False,Basel,2701,172258,1475167.4,177319.37,0,3,3,3,3
Rhein_Basel,47.556801799999995,7.6010856,4058,CH,r,Rhein,basel,rhein,False,Basel,2701,172258,2062047.83,179153.39,0,3,3,3,3
Rhein_Basel_HungerbuehlerN,47.558217600000006,7.6103488,4058,CH,r,Rhein,basel,rhein,False,Basel,2701,172258,1582768.79,178689.28,0,3,3,3,3
rhein_domatems_foppa_f,46.8380375,9.447638699999999,7013,CH,r,Rhein,domat-ems,rhein,False,Domat/Ems,3722,8038,289006.78,84460.43,0,2,3,3,2
rhein_eglisau_gomringerp,47.5733159,8.5345847,8193,CH,r,Rhein,eglisau,rhein,False,Eglisau,55,5217,197758.52,95367.06,0,1,3,3,1
Rhein_Hemishofen_StollL,47.675523600000005,8.828029199999998,8261,CH,r,Rhein,hemishofen,rhein,False,Hemishofen,2962,468,77712.54,74746.25,0,0,0,3,0
Rivapiana,46.172079,8.813255,6648,CH,l,Lago Maggiore,minusio,lago-maggiore,True,Minusio,5118,7302,647093.65,87775.53,7,2,3,3,3
Rocky plage,46.20973675,6.16495237,1208,CH,l,Lac Léman,geneve,lac-leman,True,Genève,6621,201818,857652.46,126987.14,4,3,3,3,3
Rolle-plage,46.4613,6.349739,1180,CH,l,Lac Léman,rolle,lac-leman,False,Rolle,5861,6259,310953.37,78083.22,5,2,3,3,2
Route 13,46.162521000000005,8.7825791,6600,CH,r,Maggia,locarno,maggia,True,Locarno,5113,15826,1029224.61,131844.41,1,3,3,3,3
Ruisseau de la croix plage,46.81392,6.7747,1468,CH,l,Neuenburgersee,cheyres,neuenburgersee,True,Cheyres-Châbles,2055,2320,90976.1,32162.85,7,0,2,0,0
Saint Sulpice,46.507808000000004,6.545344,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,False,Saint-Sulpice (VD),5648,4668,264916.07,56827.3,1,1,3,1,2
san nazzaro-gambarogno,46.130443,8.798657,6575,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,143190.46,45681.26,13,1,3,1,1
schiffenensee_duedingen_hirschij,46.859151399999995,7.176437400000001,3186,CH,l,Schiffenensee,dudingen,schiffenensee,False,Düdingen,2293,7964,187289.41,48573.88,0,2,3,1,1
Schmerikon Bahnhof Strand,47.224779999999996,8.944180000000001,Postal-code,CH,l,Zurichsee,schmerikon,zurichsee,True,Schmerikon,3338,3710,240206.05,75998.95,10,1,2,3,2
Schüsspark strand,47.1465,7.268619999999999,2504,CH,r,Schüss,biel,schuss,True,Biel/Bienne,371,55159,1041546.23,140848.73,0,3,3,3,3
seeflechsen,47.1302229,9.1033996,8872,CH,l,Walensee,glarus-nord,walensee,True,Glarus Nord,1630,18483,146327.91,67409.43,8,3,3,2,1
Seemühlestrasse Strand,47.128640000000004,9.2951,8880,CH,l,Walensee,walenstadt,walensee,True,Walenstadt,3298,5679,142247.47,49025.31,8,1,3,1,1
Seez,47.11983,9.300251,8880,CH,r,Seez,walenstadt,seez,True,Walenstadt,3298,5679,215153.89,67192.86,8,1,3,2,1
Seez_Spennwiesenbrücke,47.114948,9.310122999999999,8880,CH,r,Seez,walenstadt,seez,True,Walenstadt,3298,5679,240326.59,84141.66,4,1,3,3,2
sempachersee_sempach_tampec,47.128618100000004,8.1918737,6204,CH,l,Sempachsee,sempach,sempachsee,False,Sempach,1102,4169,261840.24,63894.65,0,1,3,2,2
Sense_Törishaus_g cubes,46.8831206,7.353188900000001,3174,CH,r,Sense,koniz,sense,False,Köniz,355,41784,141352.57,72743.69,0,3,3,3,1
Sentiero Giro del Golf spiaggia,46.14577,8.79043,6612,CH,l,Lago Maggiore,ascona,lago-maggiore,True,Ascona,5091,5481,172358.94,26739.71,1,1,3,0,1
Signalpain,46.7862,6.647360000000001,1400,CH,l,Neuenburgersee,yverdon-les-bains,neuenburgersee,True,Yverdon-les-Bains,5938,30157,661543.69,83932.33,8,3,3,3,3
sihlsee_einsiedeln_schilligerllacherl,47.141393799999996,8.7603588,8840,CH,l,Sihlsee,einsiedeln,sihlsee,False,Einsiedeln,1301,15870,218587.08,51848.37,0,3,3,1,2
Sihl_Adliswil_Oggi_Fort,47.3124217,8.5262549,8134,CH,r,Sihl,adliswil,sihl,False,Adliswil,131,18769,662754.68,127934.84,0,3,3,3,3
sihl_leimbach_kruegerm,47.325436100000005,8.5191195,8041,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,579920.85,115583.29,0,3,3,3,3
Sihl_Menzingen_Kucharska_Magdalena,47.191501200000005,8.6184214,6313,CH,r,Sihl,menzingen,sihl,False,Menzingen,1704,4539,53526.02,43385.26,0,1,3,1,0
sihl_zuerich_eggerskoehlingera,47.3818981,8.5383279,8005,CH,r,Sihl,zurich,sihl,True,Zürich,261,415367,2053239.75,173937.24,0,3,3,3,3
Sihl_zuerich_eichenbergerD,47.339588299999996,8.5166965,8041,CH,r,Sihl,zurich,sihl,True,Zürich,261,415367,488117.56,124380.97,0,3,3,3,3
Sihl_Zuerich_ScherfS,47.3731495,8.5323698,8001,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,2088063.52,176936.02,4,3,3,3,3
sihl_zurich_himmelhebern,47.3430554,8.518612199999998,8041,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,578537.18,135240.52,0,3,3,3,3
sitter_gaiserwald_buehlerf,47.4251609,9.3401037,9000,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,459174.87,99671.87,0,3,3,3,3
Sitter_St.Gallen_JennyA,47.4102424,9.320376,9014,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,646112.86,103349.27,0,3,3,3,3
sitter_stgallen_steinbrunnerf,47.4332917,9.3580747,9000,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,416792.99,98920.79,0,3,3,3,3
sorne_birse_WWFJura,47.3709868,7.3609099,2800,CH,r,Birs,delemont,birs,False,Delémont,6711,12682,517717.07,88258.92,0,2,3,3,3
Späckmatt,47.223749,7.576711,4542,CH,r,Aare,luterbach,aare,True,Luterbach,2527,3480,382914.95,96411.7,0,0,2,3,3
Strandbeiz,47.215861700000005,8.843098399999999,8645,CH,l,Zurichsee,jona-city,zurichsee,True,Rapperswil-Jona,3340,26999,274081.72,45193.75,4,3,3,1,2
Strandboden-Biel,47.132509999999996,7.233142,2503,CH,l,Bielersee,biel,bielersee,True,Biel/Bienne,371,55159,761109.25,124446.99,4,3,3,3,3
Sundbach strand,46.684385999999996,7.7947679999999995,3803,CH,l,Thunersee,beatenberg,thunersee,True,Beatenberg,571,1195,45866.4,40431.42,6,0,1,0,0
Thun Strandbad,46.739939,7.63352,3504,CH,l,Thunersee,thun,thunersee,True,Thun,942,43734,748536.53,97202.84,5,3,3,3,3
thunersee_spiez_meierd_1,46.704436799999996,7.657882400000001,3646,CH,l,Thunersee,spiez,thunersee,True,Spiez,768,12812,94019.04,45857.96,3,2,3,1,0
Thur_Schoenenberg_SchaerA,47.524072600000004,9.1983347,9214,CH,r,Thur,kradolf-schonenberg,thur,False,Kradolf-Schönenberg,4501,3592,235912.46,70269.79,0,1,2,3,2
thur_schwarzenbach_meiliw,47.4467866,9.0638156,9500,CH,r,Thur,wil,thur,False,Wil (SG),3427,23966,450526.87,76785.7,0,3,3,3,3
Tiger duck beach,46.518256,6.582546000000001,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,True,Saint-Sulpice (VD),5648,4668,526144.64,105280.83,1,1,3,3,3
Tolochenaz,46.4975095,6.4828747,1131,CH,l,Lac Léman,tolochenaz,lac-leman,True,Tolochenaz,5649,1933,254424.15,63889.18,2,0,2,2,2
Tschilljus,46.304399,7.580261999999999,3970,CH,r,Rhône,salgesch,rhone,True,Salgesch,6113,1548,121283.0,83439.97,0,0,1,3,1
Töss_Bauma_KurthE,47.370175700000004,8.8678249,8494,CH,r,Töss,bauma,ti12ss,False,Bauma,297,4965,184051.38,81606.46,0,1,3,3,1
töss_kollbrunn_bürgid,47.454569799999994,8.77968,8483,CH,r,Töss,zell,ti12ss,False,Zell (ZH),231,6032,188148.23,95617.92,0,2,3,3,1
Töss_Winterthur 2,47.478707299999996,8.7084264,8406,CH,r,Töss,winterthur,ti12ss,False,Winterthur,230,111851,337331.45,108978.07,0,3,3,3,2
unterdsee_ermatingen_brunkem,47.6726333,9.0812462,8272,CH,l,Untersee,ermatingen,untersee,False,Ermatingen,4646,3455,231470.93,48372.42,0,0,2,1,2
Untertenzen,47.11526,9.25478,8882,CH,l,Walensee,quarten,walensee,True,Quarten,3295,2937,107766.53,49483.16,5,0,2,1,0
urnaesch_urnaesch_meierr,47.325098600000004,9.2954188,9107,CH,r,Urnäsch,hundwil,urnasch,False,Hundwil,3002,941,96048.36,53466.99,0,0,1,1,0
Versoix,46.289194,6.1705693,1290,CH,l,Lac Léman,versoix,lac-leman,True,Versoix,6644,13432,329685.58,66797.94,5,2,3,2,2
Veveyse,46.461022,6.834983,1800,CH,l,Lac Léman,vevey,lac-leman,False,Vevey,5890,19891,553351.85,72066.02,5,3,3,3,3
Vidy,46.5147155,6.598588400000001,1007,CH,l,Lac Léman,lausanne,lac-leman,False,Lausanne,5586,139111,470789.06,93515.91,2,3,3,3,3
Vidy ruines,46.516221,6.596278999999999,1007,CH,l,Lac Léman,lausanne,lac-leman,True,Lausanne,5586,139111,523940.65,99662.06,2,3,3,3,3
vierwaldstättersee_weggis_schöberls_1,47.0445321,8.4185689,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,True,Weggis,1069,4369,151618.35,44339.0,0,1,3,1,1
vierwaldstättersee_weggis_schöberls_2,47.043953,8.417307600000001,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,True,Weggis,1069,4369,152605.06,43742.33,0,1,3,1,1
vierwaldstättersee_weggis_schöberls_3,47.0299566,8.410801,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,True,Weggis,1069,4369,164824.57,34753.93,0,1,3,0,1
Villa Barton,46.22235,6.1525,1202,CH,l,Lac Léman,geneve,lac-leman,True,Genève,6621,201818,646629.38,85107.78,0,3,3,3,3
Vira Gambarogno,46.143343,8.838759,6574,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,122972.19,41461.29,17,1,3,0,1
Vira spiaggia left of river,46.1429,8.838407,6573,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,122855.0,42337.25,16,1,3,0,1
vorderrhein_disentis_schmidn,46.6982739,8.8578373,7180,CH,r,Vorderrhein,disentis-muster,vorderrhein,False,Disentis/Mustér,3982,2080,140399.69,64298.56,0,0,2,2,1
Walensee_Walenstadt_WyssE,47.1218282,9.299551699999999,8880,CH,l,Walensee,walenstadt,walensee,True,Walenstadt,3298,5679,209866.94,65367.54,9,1,3,2,1
Weissenau-Neuhaus,46.676583,7.817528,3800,CH,l,Thunersee,unterseen,thunersee,True,Unterseen,593,5751,50435.6,46171.64,11,1,3,1,0
Wycheley,46.74037,8.048639999999999,3855,CH,l,Brienzersee,brienze-be,brienzersee,True,Brienz (BE),573,3092,126565.22,50855.71,11,0,2,1,1
zuerichsee_maennedorf_vanderkaadene,47.254754,8.6875038,8708,CH,l,Zurichsee,mannedorf,zurichsee,False,Männedorf,155,11243,505801.4,81498.06,6,2,3,3,3
zuerichsee_richterswil_benkoem_2,47.2176458,8.6987133,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513,319249.51,61790.8,3,2,3,2,2
zuerichsee_staefa_hennm,47.23464310000001,8.7698814,8713,CH,l,Zurichsee,stafa,zurichsee,True,Stäfa,158,14497,164797.01,51404.36,4,2,3,1,1
zuerichsee_waedenswil_colomboc_1,47.219546799999996,8.691961099999999,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513,315093.89,68074.72,3,2,3,2,2
zuerichsee_zurich_kullg,47.3539573,8.5504743,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367,694437.14,80866.08,3,3,3,3,3
ZugerseeCholler_Cham_BlarerM,47.1782157,8.4800128,6300,CH,l,Zugersee,zug,zugersee,True,Zug,1711,30542,405584.84,64571.84,0,3,3,2,3
zugersee_Immensee_Guedesd,47.1066869,8.478881199999998,6344,CH,l,Zugersee,meierskappel,zugersee,False,Meierskappel,1064,1460,36977.27,28857.12,0,0,1,0,0
zulg_steffisburg_schmassmanne,46.77424310000001,7.624537200000001,3612,CH,r,Zulg,steffisburg,zulg,False,Steffisburg,939,15709,842969.89,130138.74,0,3,3,3,3
Zürcher Strand,47.3642,8.53742,8002,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367,1657589.18,156630.49,5,3,3,3,3
Zürichsee Feldeggstr BänningerSand,47.3593922,8.5473682,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367,1192673.03,118241.25,7,3,3,3,3
Zürichsee_Küsnachterhorn_Thirkell WhiteJ,47.317684899999996,8.5768602,8700,CH,l,Zurichsee,kusnacht,zurichsee,True,Küsnacht (ZH),154,14397,440504.76,57835.42,3,2,3,1,3
zürichsee_wollishofen_langendorfm,47.345889899999996,8.5361545,8038,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367,549380.04,94616.14,2,3,3,3,3
