UUID,DATUM_AEND,DATUM_ERST,ERSTELL_J,ERSTELL_M,REVISION_J,REVISION_M,GRUND_AEND,HERKUNFT,HERKUNFT_J,HERKUNFT_M,OBJEKTART,REVISION_Q,BAU_NAME_U,NAME,NUTZUNG,slug,water_name,city_slug,area
{B12412FC-65DF-4637-9A2B-6813CF955741},2014/12/12,2011/07/14,2010,4,2017,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,tschilljus,Rhône,salgesch,4685.255
{C28BFE1F-17A3-4291-9332-F972E08B285C},2017/07/04,2009/01/08,2004,6,2017,6,restrukturiert,swisstopo,2015,6,Kapelle,2017_Aufbau,,,,les-glariers,Rhône,riddes,34639.734
{04D08B78-FEE7-4020-A7E8-095D51C3DAC5},2016/02/05,2011/06/06,2009,6,2015,6,verbessert,swisstopo,2015,6,Gebaeude,2016_Aufbau,,,,vidy-ruines,Lac Léman,lausanne,33907.382
{527BC65D-A9AF-4654-834C-290DC50AE72D},2014/07/29,2014/06/27,2013,6,2014,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,sihl_zuerich_eichenbergerd,Sihl,zurich,64533.326
{5B9CCEA0-1982-4D83-988E-484CCB0C04F2},2014/12/09,2011/06/10,2010,4,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,baye-de-montreux-g,Lac Léman,montreux,100060.326
{45CA6554-8149-4594-AF57-B0207CC78C6B},2014/09/30,2011/04/07,2010,3,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2016_Aufbau,,,,aare_bern_gerberm,Aare,bern,63070.587
{AA09AD3D-0951-4730-A4BF-E9570B5D0A70},2013/12/03,2011/02/22,2010,3,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2016_Aufbau,,,,aare_bern_caveltin,Aare,muri-bei-bern,15052.712
{D9707329-2349-4E86-8BCD-82DE292797D1},2014/10/31,2014/09/19,2014,9,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,reuss_hunenberg_eberhardy,Reuss,hunenberg,1913.223
{4F801D6E-FD3F-4F9C-B734-4C37DD9A079F},2014/12/05,2011/04/07,2010,4,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,zulg_steffisburg_schmassmanne,Zulg,steffisburg,81626.587
{D50CEFAF-D0B1-4284-B42C-E9A53C7BF5B3},2014/12/09,2011/06/09,2010,4,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,anarchy-beach,Lac Léman,la-tour-de-peilz,25381.441
{1CEF3FB6-453C-4653-8FC0-FBF52BE61B9C},2016/07/19,2009/02/19,2005,6,2018,6,verbessert,swisstopo,2015,6,Offenes Gebaeude,2018_Aufbau,,,,ligerz-strand,Bielersee,ligerz,13981.163
{844E341A-752C-487C-9C06-657B12B752FB},2016/07/19,2008/03/19,2002,6,2015,6,verbessert,swisstopo,2015,6,Offenes Gebaeude,2015_Aufbau,,,,bodensee_steinach_dolder_a,Bodensee,steinach,94315.624
{793E5315-AD5B-484A-BB7A-BA1EFFBC6CCD},2013/08/07,2013/08/07,2010,7,2013,6,verbessert,swisstopo,2010,7,Gebaeude,1412_Aufbau,,,,sihl_adliswil_oggi_fort,Sihl,adliswil,144594.232
{62FB5323-E36C-4986-AEFF-2A9AB11215F3},2014/01/22,2009/09/02,2008,8,2014,6,verbessert,swisstopo,2011,6,Gebaeude,2015_Aufbau,,,,seeflechsen,Walensee,glarus-nord,1061.236
{B07DF457-5FAE-455D-8B7C-B6DD188E5912},2015/01/13,2011/01/31,2010,3,2016,6,verbessert,swisstopo,2013,6,Offenes Gebaeude,2016_Aufbau,,,,aarezufluss_bern_scheurerk,Aare,bern,71500.244
{5E00C145-2015-450E-9394-A47C90D4409F},2014/09/25,2011/02/14,2010,3,2016,6,verbessert,swisstopo,2013,6,Offenes Gebaeude,2016_Aufbau,,,,aare_elfenau_cataldiv,Aare,bern,48703.030
{873E980A-97EB-438D-8411-EB9C9A1BE6F9},2014/02/25,2009/04/20,2008,5,2014,6,verbessert,swisstopo,2011,6,Offenes Gebaeude,2015_Aufbau,,,,bodensee_thal_schlachterj_1,Bodensee,thal,86472.901
{847ADD29-57AF-46AB-A874-BE4006D098EB},2016/07/19,2009/02/19,2002,6,2015,6,verbessert,swisstopo,2015,6,Lagertank,2015_Aufbau,,,,bodensee_horn_huberm,Bodensee,horn,58022.104
{F78C8E6D-F8C3-40C5-AD5F-325844E95F5D},2013/02/22,2012/10/30,2012,3,2012,6,verbessert,swisstopo,2012,3,Hochhaus,1312_Aufbau,,,,aare_suhrespitz_badert,Aare,aarau,24578.172
{5F088DA5-23D2-41F5-BB35-60420B00AAAD},2014/03/21,2011/04/01,2010,3,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2016_Aufbau,,,,cudrefin-alternate,Neuenburgersee,cudrefin,15196.845
{30C4B6CF-79DF-4389-8C56-3D4A05D18FC9},2013/09/03,2012/10/30,2012,3,2012,3,verbessert,swisstopo,2012,3,Gebaeude,1312_Aufbau,,,,pfaffner_rothrist_ischik,Pfaffnern,rothrist,39614.204
{B9219EC5-DB12-4CF8-9871-76EE8A67E32B},2016/01/05,2016/01/05,2016,1,2016,1,verbessert,3D-GebCH_T2015,2015,6,Gebaeude,2016_Aufbau,,,,boiron,Lac Léman,tolochenaz,1955.158
{A1EE79D4-1BA5-4A13-85E8-2D169AA00443},2013/11/18,2009/03/23,2008,5,2014,6,verbessert,swisstopo,2011,6,Gebaeude,2015_Aufbau,,,,rhein_laag_jungbluthn,Rhein,busingen-a-hochrhein,3309.221
{3B9388D1-5A7B-4610-BB38-8B9DBEEB6394},2014/05/26,2011/06/06,2009,6,2015,6,verbessert,swisstopo,2012,6,Gebaeude,2016_Aufbau,,,,tiger-duck-beach,Lac Léman,saint-sulpice,25919.499
{BB039243-716F-450E-BCF2-C4FDDB37E9D5},2014/06/17,2014/05/20,2014,5,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,greifensee_fallanden_simmenc,Greifensee,fallanden,1607.541
{F7EA43F6-67F1-4045-811F-67A8A88A643B},2013/11/08,2011/10/20,2011,3,2018,6,real,swisstopo,2011,6,Gebaeude,2018_Aufbau,,,,rhein_basel_blarerp_1,Rhein,huningue,16690.031
{64AD45A3-FFC9-43EE-9A37-4892AECAE92E},2016/06/21,2011/01/13,2010,3,2016,6,verbessert,swisstopo,2016,6,Gebaeude,2016_Aufbau,,,,evole-plage,Neuenburgersee,neuchatel,123228.601
{5F088DA5-23D2-41F5-BB35-60420B00AAAD},2014/03/21,2011/04/01,2010,3,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2016_Aufbau,,,,impromptu_cudrefin,Neuenburgersee,cudrefin,12677.853
{0FBD1EF9-E52D-416A-B5A8-DA7B63875E78},2014/07/23,2014/06/27,2013,6,2014,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,katzensee_regensdorfzuerichaffoltern_stueberj,Katzensee,zurich,3581.569
{53855000-580A-49BE-B04C-F5C5B29D40D3},2014/02/12,2009/06/26,2008,5,2014,6,verbessert,swisstopo,2011,6,Treibhaus,2015_Aufbau,,,,thur_schoenenberg_schaera,Thur,kradolf-schonenberg,105716.369
{747EB330-39E0-4B9F-8E54-0EF3194F6948},2018/10/01,2013/08/12,2010,6,2016,6,verbessert,swisstopo,2016,6,Gebaeude,1412_Aufbau,{D12FD0BE-BB9C-459A-8527-C0D254A20C8D},Hermetschwil Staffel 300m,Schiessstand,reuss,Reuss,bremgarten,3414.791
{EA6B823A-AEBA-4485-AD20-E395B93CE196},2016/08/29,2016/08/29,2016,8,2018,6,verbessert,3D-GebCH_T2016,2014,6,Gebaeude,2018_Aufbau,,,,aare_solothurn_nguyena,Aare,solothurn,25773.767
{D6AE2C1B-3DAD-4CA7-8A3C-0ADD35D5D56F},2014/06/18,2014/05/20,2014,5,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,greifensee_fallanden_meistery,Greifensee,fallanden,353.013
{195A4FE0-3230-4EC7-9D3C-E0401B3AAF17},2016/09/30,2016/09/30,2016,9,2019,6,verbessert,3D-GebCH_T2016,2015,6,Gebaeude,2018_Aufbau,,,,vira-spiaggia-left-of-river,Lago Maggiore,gambarogno,35101.650
{A5373D6D-6EA4-4C7F-97EF-4A07355222ED},2014/08/07,2014/07/21,2014,7,2014,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,aabach,Zurichsee,schmerikon,4163.872
{656F04DE-DE2B-4565-905E-2CFBCB18D707},2014/01/09,2014/01/09,2011,6,2017,6,verbessert,swisstopo,2011,6,Lagertank,2018_Aufbau,,,,sorne_birse_wwfjura,Birs,delemont,54396.804
{42A9B4C7-9AEA-4058-BDAF-823DDEAAD044},2014/10/27,2011/05/09,2010,4,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,quai-maria-belgia,Lac Léman,vevey,89407.188
{65A4FA02-2B09-437D-82D4-052D500D9A4B},2014/07/22,2014/07/01,2014,7,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,zuerichsee_staefa_hennm,Zurichsee,stafa,9791.007
{158574D5-B2E0-4364-8E99-570F5F1F7CA4},2015/12/18,2011/06/21,2008,9,2014,6,verbessert,swisstopo,2014,6,Gebaeude,2016_Aufbau,,,,inn_pradella_kohlt,Inn,scuol,4285.499
{488037D8-3B56-4CCD-A60E-81A0EFC78840},2018/06/12,2013/07/18,2010,6,2016,6,verbessert,swisstopo,2016,6,Flugdach,1412_Aufbau,,,,zurcher-strand,Zurichsee,zurich,161150.408
{B07DF457-5FAE-455D-8B7C-B6DD188E5912},2015/01/13,2011/01/31,2010,3,2016,6,verbessert,swisstopo,2013,6,Offenes Gebaeude,2016_Aufbau,,,,aare_bern_scheurerk,Aare,bern,72315.525
{80247E7F-950E-4638-A9E5-23C83E385A6B},2019/11/21,2010/05/06,2009,6,2017,6,verbessert,swisstopo,2017,6,Gebaeude,2016_Aufbau,,,,la-morges,Lac Léman,morges,32980.528
{8028A610-0E0C-4477-A0FD-685DABDF8BD5},2016/07/19,2009/02/19,2005,6,2018,6,verbessert,swisstopo,2015,6,Gebaeude,2018_Aufbau,,,,brugg-be-buren-bsg-standort,Aare|Nidau-Büren-Kanal,brugg,89901.337
{A4A1DBF4-7B8E-4028-94CD-9D2423F48E13},2014/12/09,2011/06/09,2010,4,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,le-pierrier,Lac Léman,montreux,81563.888
{158B5ED2-4DB1-4211-88F6-38788EFB3524},2014/07/23,2014/06/27,2013,6,2014,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,limmat_zurich_mortensena_meiera,Limmat,zurich,102506.089
{90B4C7B4-54AA-4388-9C23-3E6BDE45B98B},2016/07/19,2009/02/19,2004,6,2016,6,verbessert,swisstopo,2015,6,Treibhaus,2016_Aufbau,,,,lotschebach_bern_scheurerk,Lötschebach,ostermundigen,29829.009
{4DD252E2-F358-4841-8F62-2B8535B2E7C3},2016/07/19,2009/02/19,2005,6,2018,6,verbessert,swisstopo,2015,6,Gebaeude,2018_Aufbau,,,,hauterive-petite-plage,Neuenburgersee,hauterive-ne,51705.936
{2E22F8CC-4132-4A32-B2F6-AAD85B9FBA01},2019/09/19,2011/04/06,2010,4,2018,6,verbessert,swisstopo,2018,6,Gebaeude,2017_Aufbau,{779E9AEE-0705-4C72-BDB9-01F36D58BD24},Stadion Lachen,Stadion,thun-strandbad,Thunersee,thun,28977.336
{FE6CE48A-0ABB-4F6F-8ABE-10C421EB40DD},2014/07/28,2014/07/22,2014,7,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,rastplatz-stampf,Zurichsee,jona-city,4381.695
{3A0FD3DA-6CE1-483C-A91C-75E7B744CC43},2014/08/25,2010/11/24,2010,3,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2016_Aufbau,,,,schiffenensee_duedingen_hirschij,Schiffenensee,dudingen,5083.758
{53CC0922-722E-47ED-9DD5-0A7B2688CF93},2016/05/26,2016/05/26,2016,5,2017,6,verbessert,3D-GebCH_T2016,2014,6,Gebaeude,2018_Aufbau,,,,la-thiele_le-mujon_confluence,La Thièle,yverdon-les-bains,94893.431
{AC51F227-7A17-4D6A-BA9D-C1E2D9B6F79C},2016/02/03,2016/02/03,2016,2,2018,6,verbessert,3D-GebCH_T2016,2015,6,Gebaeude,2018_Aufbau,,,,nidau-strand,Bielersee,nidau,43682.936
{42A9B4C7-9AEA-4058-BDAF-823DDEAAD044},2014/10/27,2011/05/09,2010,4,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,veveyse,Lac Léman,vevey,78306.301
{CE4F66ED-BB23-493F-9D61-8A73FC503437},2017/01/17,2013/10/21,2013,6,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,Reservoir,rhein_eglisau_gomringerp,Rhein,eglisau,26660.843
{C1C2D8ED-DA13-44DB-B6E9-283FB12CDC4A},2013/08/05,2013/08/05,2010,6,2014,6,verbessert,swisstopo,2010,6,Treibhaus,1412_Aufbau,,,,limmat_unterengstringen_oggierbuhrer,Limmat,unterengstringen,69384.938
{6F7550B3-403F-4660-8D9A-6887F2AEDBFE},2014/05/13,2013/09/30,2013,6,2013,6,verbessert,swisstopo,2013,6,Gebaeude,2015_Aufbau,{4973F39D-8443-453E-A775-03F01AC22940},Zug Chollermühle 50/25m,Schiessstand,zugerseecholler_cham_blarerm,Zugersee,zug,12719.254
{3B9388D1-5A7B-4610-BB38-8B9DBEEB6394},2014/05/26,2011/06/06,2009,6,2015,6,verbessert,swisstopo,2012,6,Gebaeude,2016_Aufbau,,,,parc-des-pierrettes,Lac Léman,saint-sulpice,33535.925
{C00F648B-69F9-4CAD-8885-303D6074DF32},2014/11/05,2014/09/19,2014,9,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,sihl_horgen_bucherf,Sihl,horgen,3655.444
{9BF0FD75-D48E-4F9B-8EC4-3873F6C76343},2016/01/15,2016/01/15,2016,1,2016,1,verbessert,3D-GebCH_T2015,2015,6,Hochhaus,2016_Aufbau,,,,baby-plage-ii-geneve,Lac Léman,geneve,43344.426
{C8F5D7A2-D0EA-4A2C-AB17-A337B39BCC74},2019/10/07,2011/05/03,2010,4,2018,6,verbessert,swisstopo,2018,6,Gebaeude,2017_Aufbau,,,,augustmutzenbergstrandweg,Thunersee,spiez,67619.079
{5529B514-B2F6-42D0-8708-9AAC6CAE2251},2016/07/19,2009/02/19,2005,6,2018,6,verbessert,swisstopo,2015,6,Gebaeude,2018_Aufbau,,,,luscherz-plage,Bielersee,luscherz,41687.898
{42A2B5FF-FA74-4ECE-A52A-D70DB47404A8},2016/07/19,2009/02/19,2004,6,2016,6,verbessert,swisstopo,2015,6,Gebaeude,2017_Aufbau,,,,maladaire,Lac Léman,la-tour-de-peilz,51222.035
{E0FBB3AC-B9DB-4F69-8B18-90DC7AA20BD1},2016/07/19,2008/03/19,2002,6,2015,6,verbessert,swisstopo,2015,6,Gebaeude,2015_Aufbau,{F3467A14-B059-4C5C-8C93-918FF1E6CE81},Filzbach 50/25m,Schiessstand,linth_route9brucke,Escherkanal,glarus-nord,3327.946
{7AED793C-8FE7-43E7-89AD-1B61018FD6AE},2018/10/09,2011/10/26,2011,3,2018,6,verbessert,swisstopo,2018,6,Gebaeude,2018_Aufbau,,,,rhein_basel,Rhein,basel,161212.408
{97A70174-FC3C-4BE5-BC85-B4120432627A},2019/09/30,2017/01/30,2017,1,2018,6,real,swisstopo,2018,6,Gebaeude,2017_Aufbau,,,,delta-park,Thunersee,spiez,11504.899
{8CA1090D-5493-4E39-81B6-B57D0ADB0218},2019/01/11,2009/02/19,2005,6,2018,6,verbessert,swisstopo,2018,6,Gebaeude,2018_Aufbau,,,,mullermatte,Bielersee,biel,11524.978
{FE6CE48A-0ABB-4F6F-8ABE-10C421EB40DD},2014/07/28,2014/07/22,2014,7,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,strandbeiz,Zurichsee,jona-city,6301.646
{94F6343B-E011-4D64-A607-5BA1D6EDA169},2013/07/18,2013/07/18,2010,6,2014,6,verbessert,swisstopo,2010,6,Lagertank,1412_Aufbau,,,,glatt_oerlikon_covosn,Glatt,opfikon,97052.886
{98F619EC-F6C0-4532-AB3C-94E9FEE609AE},2015/10/15,2011/06/27,2008,9,2015,6,verbessert,swisstopo,2014,6,Gebaeude,2015_Aufbau,,,,rhein_domatems_foppa_f,Rhein,domat-ems,65597.354
{195A4FE0-3230-4EC7-9D3C-E0401B3AAF17},2016/09/30,2016/09/30,2016,9,2019,6,verbessert,3D-GebCH_T2016,2015,6,Gebaeude,2018_Aufbau,,,,vira-gambarogno,Lago Maggiore,gambarogno,33466.982
{60255A69-18F5-47A2-8ACC-859D73BE6A75},2013/10/18,2013/10/18,2012,3,2019,6,verbessert,swisstopo,2012,3,Treibhaus,2018_Aufbau,,,,route-13,Maggia,locarno,63737.472
{20AD48C9-067A-4885-9308-A5A65CDC2337},2016/02/03,2016/02/03,2016,2,2017,6,verbessert,3D-GebCH_T2016,2015,6,Gebaeude,2018_Aufbau,,,,ruisseau-de-la-croix-plage,Neuenburgersee,cheyres,8036.207
{36C4E03E-26AF-4102-BF15-63D0F725326D},2018/09/26,2013/09/19,2010,6,2016,6,verbessert,swisstopo,2016,6,Gebaeude,1412_Aufbau,,,,schmerikon-bahnhof-strand,Zurichsee,schmerikon,74296.860
{5E54FD39-162A-4EEA-82DE-188DEB6390F1},2013/09/27,2013/09/27,2013,6,2013,6,verbessert,swisstopo,2013,6,Treibhaus,2015_Aufbau,,,,sempachersee_sempach_tampec,Sempachsee,sempach,68237.105
{A85441B0-DB87-4FA1-A057-79E555270492},2017/10/04,2013/10/22,2011,6,2018,6,verbessert,swisstopo,2014,6,Hochkamin,2018_Aufbau,,,,emme_luterbach_huggenbergerk,Emme,zuchwil,38848.630
{30E22804-217C-4FCF-BC7F-76AFB771A8F3},2018/03/08,2014/06/27,2013,6,2016,6,verbessert,swisstopo,2016,6,Gebaeude,1412_Aufbau,,,,sihl_zurich_himmelhebern,Sihl,zurich,48060.097
{BC56EF33-B0DA-48BA-95BA-6B89D66DFB33},2018/02/13,2014/06/27,2013,6,2016,6,verbessert,swisstopo,2016,6,Gebaeude,1412_Aufbau,,,,limmat_zuerich_jansena,Limmat,zurich,92498.036
{2A52C20F-E59F-4650-9213-00131F5E5CF5},2018/03/21,2013/07/18,2010,6,2016,6,verbessert,swisstopo,2016,6,Kapelle,1412_Aufbau,,,,sihl_zuerich_eggerskoehlingera,Sihl,zurich,224476.696
{35210ABB-DAA9-4029-9963-9D4D789E355F},2015/12/09,2015/12/09,2015,12,2018,6,verbessert,3D-GebCH_T2015,2015,6,Gebaeude,2018_Aufbau,,,,camp-des-peches,Bielersee,le-landeron,28216.363
{9B8F2971-2997-4D20-B305-C3D3BCA20600},2016/04/19,2014/05/06,2012,6,2015,6,restrukturiert,swisstopo,2012,6,Treibhaus,2016_Aufbau,,,,jardin-botanique,Lac Léman,geneve,46033.003
{1292F06F-2473-4FEF-A6AA-680BA716F75B},2016/03/21,2010/04/14,2009,5,2015,6,verbessert,swisstopo,2015,6,Offenes Gebaeude,2016_Aufbau,,,,arve_carouge_battistellak,Arve,veyrier,36546.870
{32B38B6E-581A-43EF-BB36-F216AE21D797},2016/04/14,2016/02/03,2016,2,2017,6,verbessert,swisstopo,2014,6,Gebaeude,2018_Aufbau,,,,pecos-plage,Neuenburgersee,grandson,10718.902
{3E14CD2D-2D9A-4DAE-83FA-9D339E999766},2014/03/12,2014/02/14,2013,6,2014,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,limmat_zuerich_wagnerc,Limmat,zurich,79868.012
{957034D3-3202-4A3D-A450-3F559D9B769F},2015/12/09,2015/12/09,2015,12,2016,6,verbessert,3D-GebCH_T2015,2015,6,Gebaeude,2016_Aufbau,,,,pointe-dareuse,Neuenburgersee,boudry,2977.322
{3658DB05-032E-4065-BCFE-42D4079D681C},2016/07/19,2009/02/19,2006,6,2015,6,verbessert,swisstopo,2015,6,Gebaeude,1312_Aufbau,,,,sundbach-strand,Thunersee,beatenberg,5773.863
{C5E4A542-45E0-462B-8DD3-F74FBA54F96F},2018/11/27,2008/03/19,2002,6,2014,6,verbessert,swisstopo,2014,6,Gebaeude,2015_Aufbau,,,,linthdammweg,Linthkanal,weesen,57309.631
{B8D3EAB1-032F-4499-AD63-AF4819631AE9},2013/10/07,2011/11/07,2011,3,2018,6,verbessert,swisstopo,2011,6,Gebaeude,2018_Aufbau,,,,birs_reinach_dinuccin,Birs,reinach,65870.499
{D2FF5C52-85A7-46EC-9E64-ED1CBA511C88},2015/11/10,2013/05/30,2010,6,2013,6,verbessert,swisstopo,2010,6,Flugdach,1412_Aufbau,,,,grendelbach_effretikon_dambonec,Grändelbach,illnau-effretikon,115844.946
{4E30A14B-260F-49F2-A828-3C036EC92956},2018/09/25,2013/09/17,2010,6,2016,6,verbessert,swisstopo,2016,6,Hochkamin,1412_Aufbau,,,,jona_tann_nusslin,Jona,durnten,30000.382
{948C5A44-527D-4D7C-AC0E-8C05612ED567},2013/10/09,2013/10/09,2013,6,2013,6,verbessert,swisstopo,2013,6,Treibhaus,2015_Aufbau,,,,vierwaldstattersee_weggis_schoberls_2,Quatre Cantons,weggis,6949.984
{92898A2E-9BF0-41AB-93FC-7AB9679E8CD6},2013/10/03,2013/10/03,2013,6,2013,6,verbessert,swisstopo,2013,6,Sakrales Gebaeude,2015_Aufbau,,,,reuss_stkarli_linigersimhofy,Reuss,luzern,95540.820
{A4A1DBF4-7B8E-4028-94CD-9D2423F48E13},2014/12/09,2011/06/09,2010,4,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2017_Aufbau,,,,baye-de-clarens,Lac Léman,montreux,81628.801
{E8F5162F-D8A7-4BBE-BAE6-66BFF60E8464},2019/04/17,2013/09/17,2012,6,2018,6,verbessert,swisstopo,2018,6,Gebaeude,1312_Aufbau,,,,hafeli,Brienzersee,bonigen,47233.629
{A80FDBB1-AA62-47ED-B887-13D03C30BCDA},2015/08/19,2015/08/19,2015,8,2015,8,verbessert,3D-GebCH_T2015,2014,6,Gebaeude,2015_Aufbau,,,,seemuhlestrasse-strand,Walensee,walenstadt,122.240
{FE6CE48A-0ABB-4F6F-8ABE-10C421EB40DD},2014/07/28,2014/07/22,2014,7,2013,6,verbessert,swisstopo,2013,6,Gebaeude,1412_Aufbau,,,,jona-river-rastplatz,Jona,jona-city,5978.839
{A21C13B3-9E6D-4550-8719-59C750EE9864},2013/05/29,2013/05/29,2010,6,2013,6,verbessert,swisstopo,2010,6,Hochkamin,1412_Aufbau,,,,greifensee_uster_fischerb_-2,Greifensee,uster,16603.037
{DAFD72A8-5288-4615-A975-E5358C39DBE0},2014/05/14,2013/10/10,2013,6,2013,6,verbessert,swisstopo,2013,6,Gebaeude,2015_Aufbau,{053BCD3D-3D8E-4018-85B6-0E15EF864EEB},Restaurant Baumgarten,Schiessstand,zugersee_immensee_guedesd,Zugersee,meierskappel,1808.450
{AAFC8F35-499B-4119-A2CE-0BB87FE5F0B9},2016/01/15,2016/01/15,2016,1,2016,1,verbessert,3D-GebCH_T2015,2015,6,Gebaeude,2016_Aufbau,,,,rocky-plage,Lac Léman,geneve,23154.783
{B04C4037-15B9-4F3C-8D31-242B96998B12},2016/07/19,2008/03/19,2002,6,2015,6,verbessert,swisstopo,2015,6,Gebaeude,2015_Aufbau,,,,murg-bad,Walensee,quarten,33449.798
{6DA57F97-8E9F-4905-8611-610045806560},2013/12/10,2011/11/24,2008,7,2014,6,verbessert,swisstopo,2011,6,Gebaeude,2015_Aufbau,,,,sitter_stgallen_jennya,Sitter,st-gallen,34685.373
{C5828BE1-C17A-4DEF-9EF7-A69DB0550912},2014/02/14,2009/07/10,2008,5,2014,6,verbessert,swisstopo,2011,6,Offenes Gebaeude,2015_Aufbau,,,,sitter_stgallen_steinbrunnerf,Sitter,st-gallen,6401.859
{0D638536-5B1C-4183-B99E-21D311C9C481},2018/03/19,2014/06/27,2013,6,2016,6,verbessert,swisstopo,2016,6,Gebaeude,1412_Aufbau,,,,zurichsee-feldeggstr-banningersand,Zurichsee,zurich,110718.696
{AB975588-A889-47C0-B4D2-E9B1BD1A3FFA},2014/03/24,2011/01/19,2010,3,2016,6,verbessert,swisstopo,2013,6,Gebaeude,2016_Aufbau,,,,neuenburgersee_cudrefin_mattera,Neuenburgersee,cudrefin,23078.863
{5EEC1D8A-1878-4EFB-9639-546302E1D9CA},2018/03/12,2014/06/27,2013,6,2016,6,verbessert,swisstopo,2016,6,Gebaeude,1412_Aufbau,,,,sihl_zuerich_scherfs,Sihl,zurich,286529.498
{1F397F2C-789E-4855-BDB8-9CA0A8B87696},2016/09/14,2016/09/14,2016,9,2019,6,verbessert,3D-GebCH_T2016,2015,6,Gebaeude,2018_Aufbau,,,,sentiero-giro-del-golf-spiaggia,Lago Maggiore,ascona,7746.465
{128A6B55-F732-4A5E-AA46-217F2BECD829},2013/05/29,2013/05/29,2010,6,2013,6,verbessert,swisstopo,2010,6,Sakrales Gebaeude,1412_Aufbau,,,,greifensee_greifensee_simmenc,Greifensee,greifensee,30562.537
{50A755B6-9ADD-4076-9EBC-3035556D3EEA},2013/07/30,2013/07/30,2012,3,2019,6,verbessert,swisstopo,2012,3,Sakrales Gebaeude,2018_Aufbau,{63DB7547-8633-402E-A88F-DC739F2D8932},San Quirico,,rivapiana,Lago Maggiore,minusio,82195.174
