UUID,slug,location,latitude,longitude,post,country,water,water_name,city_slug,water_na_1,is_2020,city,bfsnum,population,surface
{66ABF431-46AD-4D91-93E3-4DCC2535EF7D},plage-de-cheyres,Plage de Cheyres,46.818688999999999,6.782256000000000,1468,CH,l,Neuenburgersee,cheyres,neuenburgersee,True,Cheyres-Châbles,2055,2320,28502.998
{75DBFCAF-8E42-4BD8-9985-B779A6DBCE27},greifensee_maur_simmenc,greifensee_maur_simmenc,47.332386399999997,8.685514599999999,8124,CH,l,Greifensee,maur,greifensee,False,Maur,195,10215,3046.419
{FE6CE48A-0ABB-4F6F-8ABE-10C421EB40DD},strandbeiz,Strandbeiz,47.215861699999998,8.843098400000001,8645,CH,l,Zurichsee,jona-city,zurichsee,True,Rapperswil-Jona,3340,26999,6301.646
{30E22804-217C-4FCF-BC7F-76AFB771A8F3},sihl_zurich_himmelhebern,sihl_zurich_himmelhebern,47.343055399999997,8.518612200000000,8041,CH,r,Sihl,zurich,sihl,False,Zürich,261,415367,48060.097
{3658DB05-032E-4065-BCFE-42D4079D681C},sundbach-strand,Sundbach strand,46.684386000000003,7.794768000000000,3803,CH,l,Thunersee,beatenberg,thunersee,True,Beatenberg,571,1195,5773.863
{488037D8-3B56-4CCD-A60E-81A0EFC78840},zurcher-strand,Zürcher Strand,47.364199999999997,8.537419999999999,8002,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367,161150.408
{D4221497-2F6B-4E55-BC57-54A2F8C7FFC0},reuss_ottenbach_schoenenbergerl,reuss_ottenbach_schoenenbergerl,47.278354499999999,8.394224200000000,5634,CH,r,Reuss,merenschwand,reuss,True,Merenschwand,4234,3549,7070.938
{AA09AD3D-0951-4730-A4BF-E9570B5D0A70},aare_bern_caveltin,Aare_Bern_CaveltiN,46.923578800000001,7.473319100000000,3074,CH,r,Aare,muri-bei-bern,aare,False,Muri bei Bern,356,13054,15052.712
{9B8F2971-2997-4D20-B305-C3D3BCA20600},jardin-botanique,Jardin Botanique,46.225908799999999,6.149357200000000,1202,CH,l,Lac Léman,geneve,lac-leman,False,Genève,6621,201818,46033.003
{53855000-580A-49BE-B04C-F5C5B29D40D3},thur_schoenenberg_schaera,Thur_Schoenenberg_SchaerA,47.524072599999997,9.198334700000000,9214,CH,r,Thur,kradolf-schonenberg,thur,False,Kradolf-Schönenberg,4501,3592,105716.369
{9BF0FD75-D48E-4F9B-8EC4-3873F6C76343},baby-plage-ii-geneve,Baby-Plage II Genève,46.208939999999998,6.164330000000000,1208,CH,l,Lac Léman,geneve,lac-leman,True,Genève,6621,201818,43344.426
{195A4FE0-3230-4EC7-9D3C-E0401B3AAF17},vira-gambarogno,Vira Gambarogno,46.143343000000002,8.838759000000000,6574,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,33466.982
{81AA20A8-47C0-46EB-A2C2-DF47EA945A13},bagno-pubblico-ascona,Bagno Pubblico Ascona,46.147565000000000,8.779144000000001,6612,CH,l,Lago Maggiore,ascona,lago-maggiore,True,Ascona,5091,5481,36508.339
{86803780-4C33-43E9-90BB-C91F3AD3AF63},katzenbach_zuerich_sanesim,katzenbach_zuerich_sanesim,47.428472800000002,8.513088000000000,8046,CH,l,Katzensee,zurich,katzensee,False,Zürich,261,415367,36257.407
{DE0CBD5E-EE65-4E55-AB8A-C68488FEEA1D},aare_rupperswil_badert,aare_rupperswil_badert,47.410308999999998,8.112553699999999,5102,CH,r,Aare,rupperswil,aare,False,Rupperswil,4206,5489,5280.138
{6CB07BB9-E860-4D2D-A34A-87FF6A58A81B},cully-plage,Cully plage,46.488886600000001,6.741396100000000,1096,CH,l,Lac Léman,bourg-en-lavaux,lac-leman,True,Bourg-en-Lavaux,5613,5369,11338.686
{14BE09C7-8944-4182-BA0F-573036F09630},gals-reserve,Gals reserve,47.046271900000001,7.085007500000000,3238,CH,l,Bielersee,gals,bielersee,True,Gals,494,827,2476.090
{62FB5323-E36C-4986-AEFF-2A9AB11215F3},seeflechsen,seeflechsen,47.130222900000000,9.103399599999999,8872,CH,l,Walensee,glarus-nord,walensee,True,Glarus Nord,1630,18483,1061.236
{F998503F-3426-4AA1-AEA6-75D881B97360},toss_kollbrunn_burgid,töss_kollbrunn_bürgid,47.454569800000002,8.779680000000001,8483,CH,r,Töss,zell,ti12ss,False,Zell (ZH),231,6032,41218.419
{6F813094-2FB1-4FAE-B46D-D2D72F2514AF},lacleman_gland_lecoanets,Lacléman_Gland_LecoanetS,46.402810600000002,6.281958600000000,1196,CH,l,Lac Léman,gland,lac-leman,True,Gland,5721,13109,1883.183
{80247E7F-950E-4638-A9E5-23C83E385A6B},la-morges,La Morges,46.504063000000002,6.494099000000000,1110,CH,l,Lac Léman,morges,lac-leman,False,Morges,5642,15708,32980.528
{60255A69-18F5-47A2-8ACC-859D73BE6A75},route-13,Route 13,46.162520999999998,8.782579100000000,6600,CH,r,Maggia,locarno,maggia,True,Locarno,5113,15826,63737.472
{B99A80D8-B579-44FB-8917-CA3516468A28},sitter_gaiserwald_buehlerf,sitter_gaiserwald_buehlerf,47.425160900000002,9.340103700000000,9000,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,34002.982
{64AD45A3-FFC9-43EE-9A37-4892AECAE92E},evole-plage,Evole plage,46.989477000000001,6.923920000000000,2000,CH,l,Neuenburgersee,neuchatel,neuenburgersee,True,Neuchâtel,6458,33489,123228.601
{571997B8-2912-4735-90FE-D19A7B5C76EC},birs_basel_laderachs,Birs_basel_lÃ¤derachs,47.546049699999998,7.622598100000000,4052,CH,r,Birs,basel,birs,False,Basel,2701,172258,132077.477
{158B5ED2-4DB1-4211-88F6-38788EFB3524},limmat_zurich_mortensena_meiera,limmat_zürich_mortensena_meiera,47.400251500000003,8.485410999999999,8064,CH,r,Limmat,zurich,limmat,True,Zürich,261,415367,102506.089
{8CA1090D-5493-4E39-81B6-B57D0ADB0218},mullermatte,Müllermatte,47.133338999999999,7.227907000000000,2505,CH,l,Bielersee,biel,bielersee,True,Biel/Bienne,371,55159,11524.978
{04D08B78-FEE7-4020-A7E8-095D51C3DAC5},vidy,Vidy,46.514715500000001,6.598588400000000,1007,CH,l,Lac Léman,lausanne,lac-leman,False,Lausanne,5586,139111,22277.876
{30C4B6CF-79DF-4389-8C56-3D4A05D18FC9},pfaffner_rothrist_ischik,Pfaffner_Rothrist_Ischik,47.298567800000001,7.899466400000000,4852,CH,r,Pfaffnern,rothrist,pfaffnern,False,Rothrist,4282,9127,39614.204
{8F89A180-0613-49B1-9320-6924B8121584},rhein-beach-tinguely,Rhein Beach Tinguely,47.558643900000000,7.612153600000000,4058,CH,r,Rhein,basel,rhein,False,Basel,2701,172258,137219.454
{B12412FC-65DF-4637-9A2B-6813CF955741},tschilljus,Tschilljus,46.304398999999997,7.580262000000000,3970,CH,r,Rhône,salgesch,rhone,True,Salgesch,6113,1548,4685.255
{2482AAF7-8CB0-421F-86CC-26BA9E9C95C5},weissenau-neuhaus,Weissenau-Neuhaus,46.676583000000001,7.817528000000000,3800,CH,l,Thunersee,unterseen,thunersee,True,Unterseen,593,5751,7772.041
{66153417-8F75-49D9-B5BB-361662C15787},toss_bauma_kurthe,Töss_Bauma_KurthE,47.370175699999997,8.867824900000000,8494,CH,r,Töss,bauma,ti12ss,False,Bauma,297,4965,51701.633
{B04C4037-15B9-4F3C-8D31-242B96998B12},murg-bad,Murg Bad,47.115307000000001,9.215691000000000,8877,CH,l,Walensee,quarten,walensee,True,Quarten,3295,2937,33449.798
{948C5A44-527D-4D7C-AC0E-8C05612ED567},vierwaldstattersee_weggis_schoberls_1,vierwaldstättersee_weggis_schöberls_1,47.044532099999998,8.418568900000000,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,7610.192
{2BEDF81A-6960-47D2-A324-0BDDD08ED75E},thunersee_spiez_meierd_1,thunersee_spiez_meierd_1,46.704436800000003,7.657882400000000,3646,CH,l,Thunersee,spiez,thunersee,True,Spiez,768,12812,9602.495
{66F4B88D-31DC-4E91-9CE0-3362F435999E},vierwaldstattersee_weggis_schoberls_3,vierwaldstättersee_weggis_schöberls_3,47.029956599999998,8.410800999999999,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,23961.974
{195A4FE0-3230-4EC7-9D3C-E0401B3AAF17},vira-spiaggia-left-of-river,Vira spiaggia left of river,46.142899999999997,8.838407000000000,6573,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,35101.650
{F52288D8-FFD0-4FE7-B017-55903659C3B4},seez_spennwiesenbrucke,Seez_Spennwiesenbrücke,47.114947999999998,9.310123000000001,8880,CH,r,Seez,walenstadt,seez,True,Walenstadt,3298,5679,10056.979
{386992B7-40A1-465D-90D4-6D96C5D8D1CE},gerra-gambarogno,gerra-gambarogno,46.123365999999997,8.785786000000000,6576,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,32537.818
{9578FD66-EE95-4FC9-8300-9335FDD0F49A},aare_kehrsatz_stolten,aare_kehrsatz_stolten,46.923571899999999,7.488301100000000,3123,CH,r,Aare,belp,aare,False,Belp,861,11510,23801.519
{5529B514-B2F6-42D0-8708-9AAC6CAE2251},luscherz-plage,Lüscherz plage,47.047955100000003,7.151242000000000,2576,CH,l,Bielersee,luscherz,bielersee,True,Lüscherz,497,560,41687.898
{3E14CD2D-2D9A-4DAE-83FA-9D339E999766},limmat_zuerich_wagnerc,Limmat_Zuerich_WagnerC,47.403495599999999,8.477770100000001,8064,CH,r,Limmat,zurich,limmat,False,Zürich,261,415367,79868.012
{A166919B-5B14-4E0B-9E30-1F0E81F618C0},birs_basel_grunern,Birs_Basel_GrunerN,47.551127600000001,7.622198800000000,4052,CH,r,Birs,basel,birs,False,Basel,2701,172258,156202.448
{7C002B9C-35F5-4117-BA21-EE21F180E2C6},camping-gwatt-strand,Camping Gwatt Strand,46.727139999999999,7.629620000000000,3645,CH,l,Thunersee,thun,thunersee,True,Thun,942,43734,30961.619
{4E30A14B-260F-49F2-A828-3C036EC92956},jona_tann_nusslin,jona_tann_nusslin,47.268427199999998,8.864125100000001,8635,CH,r,Jona,durnten,jona,False,Dürnten,113,7637,30000.382
{0019B339-EEDB-421D-AA51-8D9E19A532F1},thur_schwarzenbach_meiliw,thur_schwarzenbach_meiliw,47.446786600000003,9.063815600000000,9500,CH,r,Thur,wil,thur,False,Wil (SG),3427,23966,66789.938
{C28BFE1F-17A3-4291-9332-F972E08B285C},les-glariers,Les Glariers,46.176735999999998,7.228925000000000,6139,CH,r,Rhône,riddes,rhone,True,Riddes,6139,3133,34639.734
{EC628EBE-91D6-4EEE-8590-3AD73B3DB681},sense_torishaus_g-cubes,Sense_Törishaus_g cubes,46.883120599999998,7.353188900000000,3174,CH,r,Sense,koniz,sense,False,Köniz,355,41784,12497.815
{5E00C145-2015-450E-9394-A47C90D4409F},aare_koniz_hoppej,aare_köniz_hoppej,46.934588499999997,7.458170300000000,3084,CH,r,Aare,koniz,aare,True,Köniz,355,41784,36869.221
{3A0FD3DA-6CE1-483C-A91C-75E7B744CC43},schiffenensee_duedingen_hirschij,schiffenensee_duedingen_hirschij,46.859151400000002,7.176437400000000,3186,CH,l,Schiffenensee,dudingen,schiffenensee,False,Düdingen,2293,7964,5083.758
{D50CEFAF-D0B1-4284-B42C-E9A53C7BF5B3},lac-leman-hammerdirt,Lac Léman Hammerdirt,46.450389199999996,6.858234200000000,1814,CH,l,Lac Léman,la-tour-de-peilz,lac-leman,False,La Tour-de-Peilz,5889,11828,77264.163
{EE69A62F-A070-4400-99BD-296F74C122F3},walensee_walenstadt_wysse,Walensee_Walenstadt_WyssE,47.121828200000003,9.299551700000000,8880,CH,l,Walensee,walenstadt,walensee,True,Walenstadt,3298,5679,19661.243
{7C5C4A60-4D74-49E4-A726-3F3560F73F25},flibach-river-right-bank,Flibach River Right bank,47.133741999999998,9.105461000000000,8872,CH,l,Walensee,weesen,walensee,True,Weesen,3316,1724,29190.168
{1CEF3FB6-453C-4653-8FC0-FBF52BE61B9C},ligerz-strand,Ligerz strand,47.083978999999999,7.135894000000000,2514,CH,l,Bielersee,ligerz,bielersee,True,Ligerz,740,544,13981.163
{6F7550B3-403F-4660-8D9A-6887F2AEDBFE},zugerseecholler_cham_blarerm,ZugerseeCholler_Cham_BlarerM,47.178215700000003,8.480012800000001,6300,CH,l,Zugersee,zug,zugersee,True,Zug,1711,30542,12719.254
{EA6B823A-AEBA-4485-AD20-E395B93CE196},aare_solothurn_nguyena,aare_solothurn_nguyena,47.197749500000000,7.524224700000000,4500,CH,r,Aare,solothurn,aare,False,Solothurn,2601,16777,25773.767
{C5E4A542-45E0-462B-8DD3-F74FBA54F96F},linthdammweg,Linthdammweg,47.131790000000002,9.091910000000000,8872,CH,r,Linthkanal,weesen,linthkanal,True,Weesen,3316,1724,57309.631
{225000D9-950D-48B3-8F04-559FB585B515},bern-tiergarten,Bern Tiergarten,46.933157399999999,7.452004100000000,3005,CH,r,Aare,bern,aare,True,Bern,351,133883,70579.587
{5E54FD39-162A-4EEA-82DE-188DEB6390F1},sempachersee_sempach_tampec,sempachersee_sempach_tampec,47.128618099999997,8.191873700000000,6204,CH,l,Sempachsee,sempach,sempachsee,False,Sempach,1102,4169,68237.105
{AC0D642D-ABD5-4F27-A50F-7A4AF4BB34EF},lorze_baar_blarere,Lorze_Baar_BlarerE,47.195401900000000,8.540236999999999,6340,CH,r,Lorze,baar,lorze,False,Baar,1701,24468,90504.962
{05ADD605-266C-4F2F-B4E4-68C79BF1A527},plage-de-st-sulpice,Plage de St Sulpice,46.513264999999997,6.570977000000000,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,True,Saint-Sulpice (VD),5648,4668,33692.049
{6109B877-3A6C-46A2-B2CB-F72F7C72D730},san-nazzaro-gambarogno,san nazzaro-gambarogno,46.130443000000000,8.798657000000000,6575,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,26207.072
{101931EA-C37E-442D-9CC1-625B1B5175FD},ascona-traghetto-spiaggia,Ascona traghetto spiaggia,46.153882000000003,8.768480000000000,6612,CH,l,Lago Maggiore,ascona,lago-maggiore,True,Ascona,5091,5481,127181.762
{E0FBB3AC-B9DB-4F69-8B18-90DC7AA20BD1},linth_route9brucke,Linth_Route9brücke,47.125729999999997,9.117340000000000,8757,CH,r,Escherkanal,glarus-nord,escherkanal,True,Glarus Nord,1630,18483,3327.946
{0FE285CE-3838-4CAD-B21D-99D7FA1B141A},rhein_basel_hungerbuehlern,Rhein_Basel_HungerbuehlerN,47.558217599999999,7.610348800000000,4058,CH,r,Rhein,basel,rhein,False,Basel,2701,172258,154255.267
{FE6CE48A-0ABB-4F6F-8ABE-10C421EB40DD},rastplatz-stampf,Rastplatz Stampf,47.215176999999997,8.844286000000000,8645,CH,l,Zurichsee,jona-city,zurichsee,True,Rapperswil-Jona,3340,26999,4381.695
{42A9B4C7-9AEA-4058-BDAF-823DDEAAD044},quai-maria-belgia,Quai Maria Belgia,46.460155999999998,6.836718000000000,1800,CH,l,Lac Léman,vevey,lac-leman,True,Vevey,5890,19891,89407.188
{B9219EC5-DB12-4CF8-9871-76EE8A67E32B},boiron,Boiron,46.491029699999999,6.480161800000000,1131,CH,l,Lac Léman,tolochenaz,lac-leman,False,Tolochenaz,5649,1933,1955.158
{A81769BE-B505-4842-BBBC-BB25DC484BAA},rhein_hemishofen_stolll,Rhein_Hemishofen_StollL,47.675523599999998,8.828029200000000,8261,CH,r,Rhein,hemishofen,rhein,False,Hemishofen,2962,468,31036.586
{8F827FCC-D45E-4E05-86E3-4C8D7BB0136D},preverenges,Préverenges,46.512689999999999,6.527657000000000,1028,CH,l,Lac Léman,preverenges,lac-leman,True,Préverenges,5643,5287,44305.598
{704A05F4-6AC3-4F00-B840-8EEF8848960E},sihl_menzingen_kucharska_magdalena,Sihl_Menzingen_Kucharska_Magdalena,47.191501199999998,8.618421400000001,6313,CH,r,Sihl,menzingen,sihl,False,Menzingen,1704,4539,3312.026
{5A2E9089-9B09-49F7-B910-2247DA4C5E69},versoix,Versoix,46.289194000000002,6.170569300000000,1290,CH,l,Lac Léman,versoix,lac-leman,True,Versoix,6644,13432,33440.663
{128A6B55-F732-4A5E-AA46-217F2BECD829},greifensee_greifensee_simmenc,greifensee_greifensee_simmenc,47.363572300000001,8.675699099999999,8606,CH,l,Greifensee,greifensee,greifensee,False,Greifensee,194,5358,30562.537
{E8F5162F-D8A7-4BBE-BAE6-66BFF60E8464},hafeli,Häfeli,46.690283399999998,7.898592200000000,3806,CH,l,Brienzersee,bonigen,brienzersee,True,Bönigen,572,2536,47233.629
{847ADD29-57AF-46AB-A874-BE4006D098EB},bodensee_horn_huberm,bodensee_horn_huberm,47.498275700000001,9.456978200000000,9326,CH,l,Bodensee,horn,bodensee,False,Horn,4421,2752,58022.104
{386992B7-40A1-465D-90D4-6D96C5D8D1CE},pacha-mama-gerra,pacha mama-gerra,46.123472999999997,8.783507999999999,6576,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,25608.726
{D5876BE8-CD36-46AD-99EB-F2177CF7FFB6},les-vieux-ronquoz,Les Vieux Ronquoz,46.222048700000002,7.361664000000000,1950,CH,r,Rhône,sion,rhone,True,Sion,6266,34708,106394.403
{D6AE2C1B-3DAD-4CA7-8A3C-0ADD35D5D56F},greifensee_fallanden_meistery,greifensee_fällanden_meistery,47.360938099999998,8.653722800000001,8117,CH,l,Greifensee,fallanden,greifensee,False,Fällanden,193,8672,353.013
{42A9B4C7-9AEA-4058-BDAF-823DDEAAD044},veveyse,Veveyse,46.461022000000000,6.834983000000000,1800,CH,l,Lac Léman,vevey,lac-leman,False,Vevey,5890,19891,78306.301
{BB3E08B8-E4A9-4040-86E5-4D62DF0B043A},grand-clos,Grand Clos,46.387746000000000,6.843686000000000,1898,CH,l,Lac Léman,saint-gingolph,lac-leman,True,Saint-Gingolph,6155,982,15392.861
{4DD252E2-F358-4841-8F62-2B8535B2E7C3},hauterive-petite-plage,Hauterive Petite plage,47.010796999999997,6.980304000000000,2068,CH,l,Neuenburgersee,hauterive-ne,neuenburgersee,True,Hauterive (NE),6454,2623,51705.936
{B07DF457-5FAE-455D-8B7C-B6DD188E5912},aarezufluss_bern_scheurerk,aarezufluss_bern_scheurerk,46.971009700000003,7.452789700000000,3004,CH,r,Aare,bern,aare,False,Bern,351,133883,71500.244
{A21C13B3-9E6D-4550-8719-59C750EE9864},greifensee_uster_fischerb_-2,greifensee_uster_fischerb_ 2,47.347436000000002,8.689880499999999,8610,CH,l,Greifensee,uster,greifensee,False,Uster,198,34722,16603.037
{527BC65D-A9AF-4654-834C-290DC50AE72D},sihl_zuerich_eichenbergerd,Sihl_zuerich_eichenbergerD,47.339588300000003,8.516696500000000,8041,CH,r,Sihl,zurich,sihl,True,Zürich,261,415367,64533.326
{A85441B0-DB87-4FA1-A057-79E555270492},emme_luterbach_huggenbergerk,emme_luterbach_huggenbergerk,47.211944199999998,7.574014400000000,4528,CH,r,Emme,zuchwil,emme,False,Zuchwil,2534,8962,38848.630
{AE05F59A-20A2-401C-B2A6-13126BED2304},zuerichsee_zurich_kullg,zuerichsee_zurich_kullg,47.353957299999998,8.550474299999999,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367,59694.916
{FD43E14B-81BA-4162-B828-6D463134C901},langete_langenthal_geiserm,langete_langenthal_geiserm,47.216533200000001,7.792304100000000,4900,CH,r,Langeten,langenthal,langeten,False,Langenthal,329,15624,126097.868
{65A4FA02-2B09-437D-82D4-052D500D9A4B},zuerichsee_staefa_hennm,zuerichsee_staefa_hennm,47.234643100000000,8.769881399999999,8713,CH,l,Zurichsee,stafa,zurichsee,True,Stäfa,158,14497,9791.007
{D0A28AB9-783F-466E-AEFC-5B825A81D4AB},emme_utzenstorf_gruttert,Emme_Utzenstorf_Grüttert,47.123696000000002,7.539627000000000,3427,CH,r,Emme,utzenstorf,emme,False,Utzenstorf,552,4333,17901.397
{3B9388D1-5A7B-4610-BB38-8B9DBEEB6394},parc-des-pierrettes,Parc des Pierrettes,46.515214999999998,6.575531000000000,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,True,Saint-Sulpice (VD),5648,4668,33535.925
{D50CEFAF-D0B1-4284-B42C-E9A53C7BF5B3},bain-des-dames,Bain des Dames,46.450506799999999,6.858091800000000,1814,CH,l,Lac Léman,la-tour-de-peilz,lac-leman,True,La Tour-de-Peilz,5889,11828,78545.762
{AF8F2AB0-DC22-4F59-9F66-F1EEB1AB5B18},oben-am-see,Oben am see,46.744451069999997,8.049921100000001,3855,CH,l,Brienzersee,brienze-be,brienzersee,True,Brienz (BE),573,3092,15405.033
{D8D6C9E6-9820-4EA4-B350-CF414859F3E0},aare_brugg_buchie,Aare_Brugg_BuchiE,47.494855299999998,8.236558100000000,5200,CH,r,Aare,brugg,aare,False,Brugg,4095,11179,36478.667
{F78C8E6D-F8C3-40C5-AD5F-325844E95F5D},aare_suhrespitz_badert,aare_suhrespitz_badert,47.405669199999998,8.066018000000000,5032,CH,r,Aare,aarau,aare,True,Aarau,4001,21506,24578.172
{8028A610-0E0C-4477-A0FD-685DABDF8BD5},brugg-be-buren-bsg-standort,Brügg BE Büren BSG Standort,47.122219999999999,7.281410000000000,2555,CH,r,Aare|Nidau-Büren-Kanal,brugg,aarenidau-buren-kanal,True,Brügg,733,4390,89901.337
{EEF9BBAE-B9A3-44C0-8D9E-C79DAB5A0387},oyonne,Oyonne,46.456682000000001,6.852262000000000,1814,CH,l,Lac Léman,la-tour-de-peilz,lac-leman,True,La Tour-de-Peilz,5889,11828,112982.407
{D19C216A-0089-471E-8126-12C85A1C213B},muhlehorn-dorf,Mühlehorn dorf,47.118448000000001,9.172124000000000,8874,CH,l,Walensee,glarus-nord,walensee,True,Glarus Nord,1630,18483,18496.731
{3B9388D1-5A7B-4610-BB38-8B9DBEEB6394},plage-de-dorigny,Plage de Dorigny,46.518169000000000,6.583319000000000,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,False,Saint-Sulpice (VD),5648,4668,22809.841
{94966C93-362E-4854-BF49-7D29F6504CD3},goldach_goldach_schlachterj,goldach_goldach_schlachterj,47.473911100000002,9.459309400000000,9403,CH,r,Goldach,goldach,goldach,False,Goldach,3213,9269,44759.084
{20AD48C9-067A-4885-9308-A5A65CDC2337},ruisseau-de-la-croix-plage,Ruisseau de la croix plage,46.813920000000003,6.774700000000000,1468,CH,l,Neuenburgersee,cheyres,neuenburgersee,True,Cheyres-Châbles,2055,2320,8036.207
{873E980A-97EB-438D-8411-EB9C9A1BE6F9},bodensee_thal_schlachterj_1,bodensee_thal_schlachterj_1,47.486216300000002,9.543909899999999,9422,CH,l,Bodensee,thal,bodensee,False,Thal,3237,6571,86472.901
{C5E4A542-45E0-462B-8DD3-F74FBA54F96F},linth_mollis,Linth_Mollis,47.131369999999997,9.094768000000000,8872,CH,r,Linthkanal,glarus-nord,linthkanal,True,Glarus Nord,1630,18483,45498.102
{71AC989D-EF64-4E71-8963-04B523B17461},mammern-swisslitterreport,Mammern swisslitterreport,47.655836600000001,8.955316800000000,8266,CH,l,Untersee,steckborn,untersee,False,Steckborn,4864,3753,8928.561
{C197319D-9214-4082-9E2E-D4699433A7F2},wycheley,Wycheley,46.740369999999999,8.048640000000001,3855,CH,l,Brienzersee,brienze-be,brienzersee,True,Brienz (BE),573,3092,5120.631
{94F6343B-E011-4D64-A607-5BA1D6EDA169},glatt_oerlikon_covosn,glatt_oerlikon_covosN,47.416769100000003,8.566712000000001,8152,CH,r,Glatt,opfikon,glatt,False,Opfikon,66,20361,97052.886
{5529B514-B2F6-42D0-8708-9AAC6CAE2251},luscherz-two,Lüscherz two,47.047519000000001,7.152829200000000,2573,CH,l,Bielersee,luscherz,bielersee,True,Lüscherz,497,560,43340.962
{AC51F227-7A17-4D6A-BA9D-C1E2D9B6F79C},nidau-strand,Nidau strand,47.127195999999998,7.232613000000000,2560,CH,l,Bielersee,nidau,bielersee,True,Nidau,743,6823,43682.936
